protein1,protein2,combined_score
4932.YDR118W,4932.YGL116W,984
4932.YDR118W,4932.YNL008C,901
4932.YDR118W,4932.YJL030W,990
4932.YDR118W,4932.YOR249C,999
4932.YDR118W,4932.YGR108W,792
4932.YDR118W,4932.YGR225W,984
4932.YDR118W,4932.YOL081W,797
4932.YDR118W,4932.YPR119W,791
4932.YDR118W,4932.YFL009W,901
4932.YDR118W,4932.YGL086W,746
4932.YDR118W,4932.YHR184W,910
4932.YDR119W,4932.YOL092W,737
4932.YDR119W,4932.YPL162C,801
4932.YDR119W,4932.YML018C,714
4932.YDR119W,4932.YOR378W,702
4932.YDR119W-A,4932.YFR033C,970
4932.YDR119W-A,4932.YDR529C,953
4932.YDR119W-A,4932.YOR065W,983
4932.YDR119W-A,4932.YML030W,859
4932.YDR119W-A,4932.YLR038C,999
4932.YDR119W-A,4932.YEL024W,961
4932.YDR119W-A,4932.YGL191W,991
4932.YDR119W-A,4932.YLR395C,944
4932.YDR119W-A,4932.YMR256C,951
4932.YDR119W-A,4932.YNL052W,989
4932.YDR119W-A,4932.YGR183C,966
4932.YDR119W-A,4932.YGL187C,977
4932.YDR119W-A,4932.YNR018W,964
4932.YDR119W-A,4932.YJL166W,982
4932.YDR119W-A,4932.YDR381C-A,701
4932.YDR119W-A,4932.YHR001W-A,960
4932.YDR119W-A,4932.YHR051W,983
4932.YDR119W-A,4932.YPR191W,955
4932.YDR119W-A,4932.YIL111W,982
4932.YDR120C,4932.YPL212C,883
4932.YDR120C,4932.YOL124C,971
4932.YDR120C,4932.YKR056W,927
4932.YDR120C,4932.YOR274W,916
4932.YDR120C,4932.YMR049C,711
4932.YDR120C,4932.YDR324C,717
4932.YDR120C,4932.YFL001W,866
4932.YDR120C,4932.YHR070W,731
4932.YDR120C,4932.YGL232W,921
4932.YDR120C,4932.YNL062C,919
4932.YDR120C,4932.YNR046W,726
4932.YDR120C,4932.YGL111W,815
4932.YDR120C,4932.YLL008W,733
4932.YDR120C,4932.YNL292W,942
4932.YDR120C,4932.YER049W,842
4932.YDR120C,4932.YKR081C,775
4932.YDR120C,4932.YMR290C,724
4932.YDR120C,4932.YGR145W,706
4932.YDR120C,4932.YOR239W,884
4932.YDR120C,4932.YNL132W,701
4932.YDR120C,4932.YNL061W,817
4932.YDR120C,4932.YOR243C,830
4932.YDR120C,4932.YLR222C,802
4932.YDR120C,4932.YOR206W,708
4932.YDR120C,4932.YDR165W,852
4932.YDR120C,4932.YNR015W,929
4932.YDR120C,4932.YOL093W,861
4932.YDR120C,4932.YPL183C,801
4932.YDR120C,4932.YLR401C,768
4932.YDR120C,4932.YJL125C,860
4932.YDR121W,4932.YLR095C,958
4932.YDR121W,4932.YLR274W,889
4932.YDR121W,4932.YGL133W,999
4932.YDR121W,4932.YJR043C,976
4932.YDR121W,4932.YJL065C,999
4932.YDR121W,4932.YPL167C,979
4932.YDR121W,4932.YOR358W,979
4932.YDR121W,4932.YEL032W,719
4932.YDR121W,4932.YNL273W,758
4932.YDR121W,4932.YNL262W,999
4932.YDR121W,4932.YOL146W,775
4932.YDR121W,4932.YPR175W,999
4932.YDR121W,4932.YOL012C,703
4932.YDR121W,4932.YIL150C,794
4932.YDR121W,4932.YJR006W,991
4932.YDR121W,4932.YNL102W,988
4932.YDR121W,4932.YDR489W,912
4932.YDR121W,4932.YIL139C,944
4932.YDR121W,4932.YPL216W,768
4932.YDR121W,4932.YPR135W,743
4932.YDR121W,4932.YJL072C,754
4932.YDR121W,4932.YPR019W,782
4932.YDR121W,4932.YMR048W,755
4932.YDR121W,4932.YFR013W,936
4932.YDR121W,4932.YLR103C,960
4932.YDR121W,4932.YJL090C,851
4932.YDR121W,4932.YKL045W,978
4932.YDR121W,4932.YMR044W,941
4932.YDR121W,4932.YOR304W,998
4932.YDR121W,4932.YIR008C,981
4932.YDR121W,4932.YGL201C,831
4932.YDR121W,4932.YDR397C,948
4932.YDR122W,4932.YER027C,791
4932.YDR122W,4932.YGL208W,777
4932.YDR122W,4932.YPL166W,994
4932.YDR122W,4932.YLR423C,994
4932.YDR122W,4932.YIL118W,718
4932.YDR122W,4932.YGL115W,875
4932.YDR122W,4932.YGR009C,810
4932.YDR122W,4932.YHR158C,815
4932.YDR122W,4932.YDR422C,782
4932.YDR122W,4932.YLR096W,806
4932.YDR123C,4932.YER026C,834
4932.YDR123C,4932.YDR497C,735
4932.YDR123C,4932.YOL108C,999
4932.YDR123C,4932.YGR157W,962
4932.YDR123C,4932.YJR073C,896
4932.YDR123C,4932.YHL020C,998
4932.YDR123C,4932.YNL169C,720
4932.YDR123C,4932.YFL031W,831
4932.YDR123C,4932.YJL153C,985
4932.YDR123C,4932.YJR060W,760
4932.YDR123C,4932.YMR165C,792
4932.YDR123C,4932.YNR016C,880
4932.YDR123C,4932.YER120W,800
4932.YDR124W,4932.YER185W,702
4932.YDR124W,4932.YML007C-A,832
4932.YDR126W,4932.YOL110W,837
4932.YDR126W,4932.YOR034C,913
4932.YDR126W,4932.YEL013W,798
4932.YDR126W,4932.YDR468C,862
4932.YDR126W,4932.YDR459C,939
4932.YDR126W,4932.YDR264C,931
4932.YDR127W,4932.YER090W,874
4932.YDR127W,4932.YDR380W,804
4932.YDR127W,4932.YNL241C,808
4932.YDR127W,4932.YHL036W,730
4932.YDR127W,4932.YPR060C,989
4932.YDR127W,4932.YOR375C,709
4932.YDR127W,4932.YDR354W,887
4932.YDR127W,4932.YGR240C,732
4932.YDR127W,4932.YLR354C,731
4932.YDR127W,4932.YJR109C,714
4932.YDR127W,4932.YNL316C,974
4932.YDR127W,4932.YGL202W,884
4932.YDR127W,4932.YER168C,828
4932.YDR127W,4932.YGR234W,716
4932.YDR127W,4932.YPR074C,791
4932.YDR127W,4932.YHR137W,722
4932.YDR127W,4932.YER095W,816
4932.YDR127W,4932.YGL148W,999
4932.YDR127W,4932.YGR043C,704
4932.YDR127W,4932.YNR033W,739
4932.YDR127W,4932.YGL026C,944
4932.YDR127W,4932.YDR158W,879
4932.YDR127W,4932.YER069W,734
4932.YDR127W,4932.YMR186W,734
4932.YDR127W,4932.YGR055W,707
4932.YDR127W,4932.YER052C,811
4932.YDR127W,4932.YOR048C,740
4932.YDR127W,4932.YKL211C,974
4932.YDR128W,4932.YJR138W,999
4932.YDR128W,4932.YMR150C,927
4932.YDR128W,4932.YML121W,798
4932.YDR128W,4932.YLR208W,999
4932.YDR128W,4932.YKR007W,750
4932.YDR128W,4932.YGL100W,999
4932.YDR128W,4932.YGR163W,758
4932.YDR128W,4932.YHL023C,999
4932.YDR128W,4932.YKL176C,838
4932.YDR128W,4932.YGR057C,755
4932.YDR128W,4932.YOL138C,999
4932.YDR128W,4932.YEL062W,999
4932.YDR129C,4932.YJL020C,800
4932.YDR129C,4932.YMR109W,897
4932.YDR129C,4932.YIR006C,768
4932.YDR129C,4932.YLR429W,945
4932.YDR129C,4932.YNL233W,708
4932.YDR129C,4932.YNL271C,874
4932.YDR129C,4932.YIL062C,884
4932.YDR129C,4932.YOR181W,961
4932.YDR129C,4932.YJR065C,891
4932.YDR129C,4932.YIL138C,866
4932.YDR129C,4932.YOR326W,726
4932.YDR129C,4932.YLR337C,831
4932.YDR129C,4932.YGR080W,901
4932.YDR129C,4932.YOR367W,982
4932.YDR129C,4932.YDR388W,914
4932.YDR129C,4932.YFL039C,999
4932.YDR129C,4932.YHR023W,722
4932.YDR129C,4932.YOR239W,912
4932.YDR129C,4932.YNL084C,799
4932.YDR129C,4932.YOR122C,934
4932.YDR129C,4932.YLL050C,964
4932.YDR129C,4932.YNL138W,907
4932.YDR129C,4932.YHR114W,737
4932.YDR129C,4932.YHR129C,943
4932.YDR129C,4932.YNL243W,955
4932.YDR129C,4932.YNL079C,952
4932.YDR129C,4932.YKL129C,882
4932.YDR129C,4932.YMR092C,880
4932.YDR129C,4932.YIL034C,975
4932.YDR130C,4932.YER177W,812
4932.YDR130C,4932.YKL052C,773
4932.YDR130C,4932.YLR273C,720
4932.YDR130C,4932.YOR178C,840
4932.YDR130C,4932.YER054C,740
4932.YDR130C,4932.YKL193C,885
4932.YDR130C,4932.YEL061C,801
4932.YDR130C,4932.YER133W,987
4932.YDR130C,4932.YPR120C,873
4932.YDR130C,4932.YOR058C,923
4932.YDR130C,4932.YGL093W,727
4932.YDR130C,4932.YIR010W,890
4932.YDR130C,4932.YFR028C,850
4932.YDR130C,4932.YPR119W,744
4932.YDR131C,4932.YKR017C,764
4932.YDR131C,4932.YER135C,708
4932.YDR132C,4932.YJL218W,994
4932.YDR133C,4932.YIL165C,760
4932.YDR133C,4932.YOR343C,838
4932.YDR133C,4932.YJR015W,801
4932.YDR135C,4932.YLL015W,966
4932.YDR135C,4932.YJL101C,775
4932.YDR135C,4932.YGR281W,944
4932.YDR135C,4932.YML007W,814
4932.YDR135C,4932.YMR243C,802
4932.YDR135C,4932.YPR201W,979
4932.YDR135C,4932.YOR328W,815
4932.YDR135C,4932.YLR299W,715
4932.YDR135C,4932.YIL013C,810
4932.YDR135C,4932.YPL091W,841
4932.YDR135C,4932.YLL060C,736
4932.YDR135C,4932.YPR200C,835
4932.YDR135C,4932.YPR199C,806
4932.YDR136C,4932.YOR041C,759
4932.YDR136C,4932.YLR261C,766
4932.YDR137W,4932.YLR262C,962
4932.YDR137W,4932.YGR083C,905
4932.YDR137W,4932.YLR039C,991
4932.YDR137W,4932.YGR163W,900
4932.YDR137W,4932.YOR260W,903
4932.YDR137W,4932.YML121W,900
4932.YDR137W,4932.YKR007W,900
4932.YDR137W,4932.YKR020W,702
4932.YDR137W,4932.YDR211W,902
4932.YDR137W,4932.YKL143W,900
4932.YDR137W,4932.YDR484W,711
4932.YDR137W,4932.YKR026C,900
4932.YDR137W,4932.YML071C,747
4932.YDR137W,4932.YLR291C,901
4932.YDR138W,4932.YHR038W,918
4932.YDR138W,4932.YIL133C,786
4932.YDR138W,4932.YNL073W,712
4932.YDR138W,4932.YMR286W,861
4932.YDR138W,4932.YKL180W,722
4932.YDR138W,4932.YER050C,766
4932.YDR138W,4932.YGL122C,798
4932.YDR138W,4932.YDR381W,999
4932.YDR138W,4932.YFR031C-A,764
4932.YDR138W,4932.YNL004W,950
4932.YDR138W,4932.YPR166C,877
4932.YDR138W,4932.YPL013C,963
4932.YDR138W,4932.YLR048W,745
4932.YDR138W,4932.YOL127W,886
4932.YDR138W,4932.YGL143C,703
4932.YDR138W,4932.YMR234W,887
4932.YDR138W,4932.YKL192C,726
4932.YDR138W,4932.YDR418W,744
4932.YDR138W,4932.YKL160W,727
4932.YDR138W,4932.YEL054C,744
4932.YDR138W,4932.YPR100W,853
4932.YDR138W,4932.YGL129C,905
4932.YDR138W,4932.YDR405W,925
4932.YDR138W,4932.YOR001W,770
4932.YDR138W,4932.YLR281C,703
4932.YDR138W,4932.YHL015W,884
4932.YDR138W,4932.YGL207W,811
4932.YDR138W,4932.YDR462W,885
4932.YDR138W,4932.YMR239C,722
4932.YDR138W,4932.YOR123C,748
4932.YDR138W,4932.YOL145C,742
4932.YDR138W,4932.YML112W,757
4932.YDR138W,4932.YJL063C,946
4932.YDR138W,4932.YIL018W,764
4932.YDR138W,4932.YOR063W,819
4932.YDR138W,4932.YOR187W,836
4932.YDR138W,4932.YJL006C,794
4932.YDR138W,4932.YLR388W,796
4932.YDR138W,4932.YGR220C,921
4932.YDR138W,4932.YNL177C,836
4932.YDR138W,4932.YNR016C,832
4932.YDR138W,4932.YOL040C,854
4932.YDR138W,4932.YGR063C,773
4932.YDR138W,4932.YNL216W,746
4932.YDR138W,4932.YLR418C,885
4932.YDR138W,4932.YML010W,744
4932.YDR138W,4932.YEL050C,816
4932.YDR138W,4932.YDR175C,845
4932.YDR138W,4932.YNL185C,789
4932.YDR138W,4932.YNL253W,998
4932.YDR138W,4932.YMR024W,867
4932.YDR138W,4932.YLR439W,942
4932.YDR138W,4932.YJL191W,749
4932.YDR138W,4932.YML009C,954
4932.YDR138W,4932.YNL072W,747
4932.YDR138W,4932.YOL023W,845
4932.YDR138W,4932.YKL003C,958
4932.YDR138W,4932.YPL046C,720
4932.YDR138W,4932.YDR159W,884
4932.YDR138W,4932.YGL244W,748
4932.YDR138W,4932.YPL131W,769
4932.YDR138W,4932.YKL067W,782
4932.YDR138W,4932.YGL103W,840
4932.YDR138W,4932.YGL123W,869
4932.YDR138W,4932.YMR125W,846
4932.YDR138W,4932.YML069W,790
4932.YDR138W,4932.YNL139C,999
4932.YDR138W,4932.YGR214W,811
4932.YDR138W,4932.YMR193W,864
4932.YDR138W,4932.YNL284C,909
4932.YDR138W,4932.YNL178W,817
4932.YDR138W,4932.YNL005C,971
4932.YDR138W,4932.YER038C,779
4932.YDR138W,4932.YML025C,941
4932.YDR138W,4932.YJL177W,722
4932.YDR138W,4932.YNL230C,723
4932.YDR138W,4932.YDR337W,861
4932.YDR138W,4932.YOR150W,939
4932.YDR138W,4932.YML062C,999
4932.YDR138W,4932.YPR132W,822
4932.YDR138W,4932.YPL178W,995
4932.YDR138W,4932.YKR086W,747
4932.YDR138W,4932.YPL183W-A,955
4932.YDR138W,4932.YNR036C,845
4932.YDR138W,4932.YOL006C,804
4932.YDR138W,4932.YDR450W,768
4932.YDR138W,4932.YER013W,769
4932.YDR138W,4932.YGR118W,823
4932.YDR138W,4932.YJR123W,908
4932.YDR138W,4932.YHL004W,768
4932.YDR138W,4932.YPL220W,740
4932.YDR138W,4932.YPL169C,896
4932.YDR138W,4932.YNL069C,786
4932.YDR138W,4932.YLR344W,896
4932.YDR138W,4932.YKL167C,845
4932.YDR138W,4932.YGR034W,860
4932.YDR138W,4932.YJR113C,897
4932.YDR138W,4932.YGL135W,742
4932.YDR138W,4932.YNL306W,870
4932.YDR138W,4932.YKL139W,825
4932.YDR138W,4932.YHR167W,999
4932.YDR138W,4932.YNL252C,879
4932.YDR138W,4932.YMR143W,757
4932.YDR138W,4932.YGL068W,956
4932.YDR139C,4932.YMR230W,845
4932.YDR139C,4932.YHL001W,844
4932.YDR139C,4932.YGL189C,874
4932.YDR139C,4932.YKR017C,750
4932.YDR139C,4932.YDR471W,844
4932.YDR139C,4932.YKL170W,763
4932.YDR139C,4932.YMR158W,746
4932.YDR139C,4932.YMR309C,772
4932.YDR139C,4932.YJL191W,879
4932.YDR139C,4932.YML048W,860
4932.YDR139C,4932.YKL156W,873
4932.YDR139C,4932.YOR234C,877
4932.YDR139C,4932.YOR293W,844
4932.YDR139C,4932.YER074W,879
4932.YDR139C,4932.YMR304W,827
4932.YDR139C,4932.YMR142C,845
4932.YDR139C,4932.YJR113C,849
4932.YDR139C,4932.YMR143W,850
4932.YDR139C,4932.YJR123W,852
4932.YDR139C,4932.YFR032C-A,952
4932.YDR139C,4932.YPL003W,964
4932.YDR139C,4932.YGR003W,919
4932.YDR139C,4932.YDR450W,802
4932.YDR139C,4932.YLR325C,951
4932.YDR139C,4932.YJL025W,705
4932.YDR139C,4932.YGL076C,745
4932.YDR139C,4932.YEL054C,800
4932.YDR139C,4932.YOR312C,843
4932.YDR139C,4932.YNL302C,861
4932.YDR139C,4932.YOR182C,713
4932.YDR139C,4932.YIL148W,741
4932.YDR139C,4932.YHL015W,936
4932.YDR139C,4932.YOL127W,952
4932.YDR139C,4932.YLR048W,836
4932.YDR139C,4932.YLR150W,779
4932.YDR139C,4932.YHL033C,833
4932.YDR139C,4932.YJL047C,841
4932.YDR139C,4932.YPL079W,872
4932.YDR139C,4932.YOR167C,899
4932.YDR139C,4932.YOL120C,835
4932.YDR139C,4932.YOR052C,705
4932.YDR139C,4932.YJL136C,951
4932.YDR139C,4932.YMR025W,737
4932.YDR139C,4932.YOL025W,906
4932.YDR139C,4932.YIL133C,861
4932.YDR139C,4932.YKL180W,838
4932.YDR139C,4932.YER102W,872
4932.YDR139C,4932.YNL002C,749
4932.YDR139C,4932.YJR099W,991
4932.YDR139C,4932.YML024W,857
4932.YDR139C,4932.YER131W,873
4932.YDR139C,4932.YFR004W,885
4932.YDR139C,4932.YPR043W,865
4932.YDR139C,4932.YLR367W,746
4932.YDR139C,4932.YGL030W,878
4932.YDR139C,4932.YLR388W,865
4932.YDR139C,4932.YLR287C-A,710
4932.YDR139C,4932.YHR200W,963
4932.YDR139C,4932.YLR406C,867
4932.YDR139C,4932.YHR027C,768
4932.YDR139C,4932.YOL133W,918
4932.YDR139C,4932.YHR021C,872
4932.YDR139C,4932.YLR167W,931
4932.YDR139C,4932.YOL040C,945
4932.YDR139C,4932.YPL081W,732
4932.YDR139C,4932.YOR063W,927
4932.YDR139C,4932.YDR328C,995
4932.YDR139C,4932.YPR102C,851
4932.YDR139C,4932.YLR061W,830
4932.YDR139C,4932.YFL009W,711
4932.YDR139C,4932.YJL190C,746
4932.YDR139C,4932.YGR085C,849
4932.YDR139C,4932.YFL034C-A,834
4932.YDR139C,4932.YOR096W,839
4932.YDR139C,4932.YGR214W,836
4932.YDR139C,4932.YNL178W,942
4932.YDR139C,4932.YPL198W,748
4932.YDR139C,4932.YLL045C,831
4932.YDR139C,4932.YKR094C,729
4932.YDR139C,4932.YPL131W,940
4932.YDR139C,4932.YGL123W,930
4932.YDR139C,4932.YGL103W,948
4932.YDR139C,4932.YLR073C,920
4932.YDR139C,4932.YPL090C,875
4932.YDR139C,4932.YNL096C,841
4932.YDR139C,4932.YNL067W,837
4932.YDR139C,4932.YPR066W,990
4932.YDR139C,4932.YNL162W,737
4932.YDR139C,4932.YGR148C,873
4932.YDR139C,4932.YJL003W,739
4932.YDR139C,4932.YGL147C,841
4932.YDR139C,4932.YLR421C,824
4932.YDR139C,4932.YLR441C,877
4932.YDR139C,4932.YHR203C,868
4932.YDR139C,4932.YLR344W,852
4932.YDR139C,4932.YNL069C,860
4932.YDR139C,4932.YGR034W,853
4932.YDR139C,4932.YLR333C,882
4932.YDR139C,4932.YGL135W,818
4932.YDR139C,4932.YPL249C-A,877
4932.YDR139C,4932.YLR128W,767
4932.YDR139C,4932.YPL220W,823
4932.YDR139C,4932.YLR075W,932
4932.YDR139C,4932.YIL069C,879
4932.YDR139C,4932.YML026C,798
4932.YDR139C,4932.YLR029C,865
4932.YDR139C,4932.YPR132W,863
4932.YDR139C,4932.YGR118W,864
4932.YDR139C,4932.YOR339C,786
4932.YDR139C,4932.YOL121C,863
4932.YDR139C,4932.YJL177W,843
4932.YDR139C,4932.YNL137C,729
4932.YDR139C,4932.YOR369C,938
4932.YDR139C,4932.YDR447C,854
4932.YDR139C,4932.YLR264W,878
4932.YDR139C,4932.YMR194W,882
4932.YDR139C,4932.YNL081C,799
4932.YDR139C,4932.YMR121C,863
4932.YDR139C,4932.YDR418W,799
4932.YDR139C,4932.YJR094W-A,868
4932.YDR139C,4932.YOR124C,832
4932.YDR139C,4932.YFR031C-A,855
4932.YDR139C,4932.YDR500C,863
4932.YDR139C,4932.YJR145C,868
4932.YDR139C,4932.YIR032C,727
4932.YDR139C,4932.YLR185W,847
4932.YDR139C,4932.YJL189W,938
4932.YDR139C,4932.YHR010W,840
4932.YDR139C,4932.YLR306W,996
4932.YDR139C,4932.YGR027C,887
4932.YDR139C,4932.YMR116C,932
4932.YDR139C,4932.YML063W,881
4932.YDR139C,4932.YLR448W,856
4932.YDR139C,4932.YLR340W,834
4932.YDR139C,4932.YER056C-A,880
4932.YDR139C,4932.YML073C,859
4932.YDR139C,4932.YIL052C,878
4932.YDR139C,4932.YGL031C,875
4932.YDR139C,4932.YKL006W,844
4932.YDR139C,4932.YIL018W,855
4932.YDR139C,4932.YNL301C,838
4932.YDR139C,4932.YKL210W,936
4932.YDR139C,4932.YER117W,773
4932.YDR139C,4932.YHR141C,735
4932.YDR139C,4932.YMR242C,850
4932.YDR139C,4932.YPL143W,874
4932.YDR140W,4932.YDR172W,720
4932.YDR140W,4932.YOL124C,969
4932.YDR140W,4932.YNR046W,999
4932.YDR140W,4932.YNL062C,719
4932.YDR140W,4932.YDR165W,749
4932.YDR140W,4932.YGL143C,902
4932.YDR140W,4932.YLR281C,896
4932.YDR140W,4932.YJL125C,762
4932.YDR140W,4932.YML014W,776
4932.YDR140W,4932.YDR465C,702
4932.YDR140W,4932.YNL063W,909
4932.YDR141C,4932.YIL048W,935
4932.YDR141C,4932.YMR010W,946
4932.YDR141C,4932.YNL297C,999
4932.YDR142C,4932.YNL214W,990
4932.YDR142C,4932.YDR329C,939
4932.YDR142C,4932.YGR239C,999
4932.YDR142C,4932.YMR018W,954
4932.YDR142C,4932.YOL044W,839
4932.YDR142C,4932.YOL147C,948
4932.YDR142C,4932.YGL205W,859
4932.YDR142C,4932.YJL210W,985
4932.YDR142C,4932.YPL112C,791
4932.YDR142C,4932.YGL153W,999
4932.YDR142C,4932.YDR244W,999
4932.YDR142C,4932.YIL160C,999
4932.YDR142C,4932.YKL197C,906
4932.YDR142C,4932.YGR133W,848
4932.YDR142C,4932.YLR191W,999
4932.YDR142C,4932.YGR077C,888
4932.YDR142C,4932.YMR026C,993
4932.YDR142C,4932.YHR160C,999
4932.YDR142C,4932.YDR265W,995
4932.YDR142C,4932.YNL329C,973
4932.YDR143C,4932.YNL064C,704
4932.YDR143C,4932.YDR227W,881
4932.YDR143C,4932.YGL207W,890
4932.YDR143C,4932.YIL030C,935
4932.YDR143C,4932.YGR184C,984
4932.YDR143C,4932.YDR177W,712
4932.YDR143C,4932.YGL141W,837
4932.YDR143C,4932.YLR024C,721
4932.YDR143C,4932.YOL013C,757
4932.YDR144C,4932.YNL238W,884
4932.YDR144C,4932.YGR014W,932
4932.YDR144C,4932.YLR120C,979
4932.YDR145W,4932.YOR210W,804
4932.YDR145W,4932.YDR448W,999
4932.YDR145W,4932.YML015C,999
4932.YDR145W,4932.YDR404C,807
4932.YDR145W,4932.YHR099W,999
4932.YDR145W,4932.YPL228W,706
4932.YDR145W,4932.YGR252W,999
4932.YDR145W,4932.YML098W,999
4932.YDR145W,4932.YOR023C,969
4932.YDR145W,4932.YPL011C,999
4932.YDR145W,4932.YLR095C,766
4932.YDR145W,4932.YOL148C,999
4932.YDR145W,4932.YDR176W,999
4932.YDR145W,4932.YPL122C,821
4932.YDR145W,4932.YDR392W,999
4932.YDR145W,4932.YGL140C,913
4932.YDR145W,4932.YPL047W,999
4932.YDR145W,4932.YLL039C,711
4932.YDR145W,4932.YMR223W,999
4932.YDR145W,4932.YLR005W,801
4932.YDR145W,4932.YDR167W,999
4932.YDR145W,4932.YGR186W,883
4932.YDR145W,4932.YPL129W,984
4932.YDR145W,4932.YMR236W,999
4932.YDR145W,4932.YLR399C,732
4932.YDR145W,4932.YML049C,862
4932.YDR145W,4932.YOR194C,863
4932.YDR145W,4932.YOL135C,716
4932.YDR145W,4932.YPR072W,740
4932.YDR145W,4932.YKL028W,892
4932.YDR145W,4932.YKR062W,893
4932.YDR145W,4932.YGL066W,999
4932.YDR145W,4932.YIL143C,821
4932.YDR145W,4932.YDR311W,816
4932.YDR145W,4932.YER164W,972
4932.YDR145W,4932.YGR005C,875
4932.YDR145W,4932.YGR142W,796
4932.YDR145W,4932.YGL116W,713
4932.YDR145W,4932.YOR224C,838
4932.YDR145W,4932.YER171W,834
4932.YDR145W,4932.YJL140W,833
4932.YDR145W,4932.YPL254W,999
4932.YDR145W,4932.YGL070C,814
4932.YDR145W,4932.YPR086W,968
4932.YDR145W,4932.YHR143W-A,828
4932.YDR145W,4932.YNL138W-A,956
4932.YDR145W,4932.YLR055C,999
4932.YDR145W,4932.YGR274C,999
4932.YDR145W,4932.YPR085C,735
4932.YDR145W,4932.YPR158W,796
4932.YDR145W,4932.YEL009C,966
4932.YDR145W,4932.YDR460W,829
4932.YDR145W,4932.YPR025C,816
4932.YDR145W,4932.YKL058W,881
4932.YDR145W,4932.YMR005W,999
4932.YDR145W,4932.YIL021W,870
4932.YDR145W,4932.YPL082C,735
4932.YDR145W,4932.YGL112C,999
4932.YDR145W,4932.YMR227C,999
4932.YDR145W,4932.YNL216W,846
4932.YDR145W,4932.YOR151C,862
4932.YDR145W,4932.YER148W,999
4932.YDR145W,4932.YPR187W,798
4932.YDR145W,4932.YPR056W,798
4932.YDR145W,4932.YML114C,999
4932.YDR146C,4932.YGL003C,996
4932.YDR146C,4932.YLR079W,946
4932.YDR146C,4932.YOR290C,737
4932.YDR146C,4932.YPR119W,995
4932.YDR146C,4932.YER022W,740
4932.YDR146C,4932.YGR108W,986
4932.YDR146C,4932.YPL031C,703
4932.YDR146C,4932.YDR335W,736
4932.YDR146C,4932.YNL068C,945
4932.YDR146C,4932.YPL256C,781
4932.YDR146C,4932.YPR120C,857
4932.YDR146C,4932.YER111C,941
4932.YDR146C,4932.YFR028C,990
4932.YDR146C,4932.YIL131C,925
4932.YDR146C,4932.YNL327W,756
4932.YDR146C,4932.YGL116W,833
4932.YDR146C,4932.YFL009W,728
4932.YDR146C,4932.YLR286C,966
4932.YDR146C,4932.YGR092W,710
4932.YDR146C,4932.YOR372C,945
4932.YDR146C,4932.YNL309W,759
4932.YDR146C,4932.YML027W,749
4932.YDR146C,4932.YDR451C,766
4932.YDR146C,4932.YLR131C,883
4932.YDR146C,4932.YKL185W,961
4932.YDR146C,4932.YOL004W,787
4932.YDR146C,4932.YLR182W,906
4932.YDR146C,4932.YMR199W,838
4932.YDR146C,4932.YMR043W,909
4932.YDR147W,4932.YNL169C,879
4932.YDR147W,4932.YJR073C,812
4932.YDR147W,4932.YGR170W,875
4932.YDR147W,4932.YGL077C,720
4932.YDR147W,4932.YER026C,769
4932.YDR147W,4932.YGR007W,996
4932.YDR147W,4932.YGR157W,767
4932.YDR147W,4932.YOL078W,728
4932.YDR147W,4932.YLR133W,961
4932.YDR147W,4932.YGR202C,947
4932.YDR147W,4932.YNL130C,879
4932.YDR147W,4932.YHR123W,956
4932.YDR147W,4932.YHR186C,929
4932.YDR147W,4932.YPR113W,792
4932.YDR147W,4932.YPL110C,925
4932.YDR148C,4932.YLR304C,971
4932.YDR148C,4932.YKL029C,762
4932.YDR148C,4932.YNL071W,940
4932.YDR148C,4932.YPL091W,897
4932.YDR148C,4932.YOL126C,787
4932.YDR148C,4932.YIL125W,999
4932.YDR148C,4932.YLR174W,850
4932.YDR148C,4932.YPL028W,853
4932.YDR148C,4932.YNL009W,827
4932.YDR148C,4932.YFL018C,999
4932.YDR148C,4932.YNR001C,955
4932.YDR148C,4932.YPL262W,949
4932.YDR148C,4932.YJL200C,702
4932.YDR148C,4932.YOR065W,737
4932.YDR148C,4932.YPR001W,853
4932.YDR148C,4932.YFR049W,990
4932.YDR148C,4932.YPL017C,988
4932.YDR148C,4932.YLR377C,731
4932.YDR148C,4932.YOR374W,712
4932.YDR148C,4932.YJL046W,872
4932.YDR148C,4932.YGR193C,803
4932.YDR148C,4932.YKL085W,943
4932.YDR148C,4932.YOR142W,998
4932.YDR148C,4932.YNL037C,988
4932.YDR148C,4932.YKL148C,795
4932.YDR148C,4932.YML126C,813
4932.YDR148C,4932.YOR196C,707
4932.YDR148C,4932.YER178W,896
4932.YDR148C,4932.YIL160C,854
4932.YDR148C,4932.YLL041C,872
4932.YDR148C,4932.YGR244C,998
4932.YDR148C,4932.YLR180W,703
4932.YDR148C,4932.YGR240C,739
4932.YDR148C,4932.YDR178W,908
4932.YDR148C,4932.YOR136W,993
4932.YDR148C,4932.YJL045W,703
4932.YDR148C,4932.YKL141W,877
4932.YDR150W,4932.YGL216W,967
4932.YDR150W,4932.YPR141C,772
4932.YDR150W,4932.YLL001W,958
4932.YDR150W,4932.YPL269W,994
4932.YDR150W,4932.YDR488C,974
4932.YDR150W,4932.YML124C,741
4932.YDR150W,4932.YOR269W,994
4932.YDR150W,4932.YPL155C,909
4932.YDR150W,4932.YLL049W,734
4932.YDR150W,4932.YOR058C,715
4932.YDR150W,4932.YLR254C,971
